,stn_name,stn_id,stn_lon,stn_lat,stn_ele,stn_obs_hgt,stn_mnet_id,stn_tmzn,stn_datetime_start,stn_datetime_end,stn_notes
309,"Watsonville, Watsonville Municipal Airport",KWVI,-121.78889,36.93944,161.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
310,Auburn Municipal Airport,KAUN,-121.08636,38.95535,1486.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
311,Hawthorne Municipal Airport,KHTH,-118.63137,38.54482,4230.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
346,University Airport,KEDU,-121.7865,38.5315,68.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
356,Carson City Airport,KCXP,-119.73191,39.19056,4694.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
345,Tehachapi Municipal Airport,KTSP,-118.4392,35.135,4001.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
344,Half Moon Bay Airport,KHAF,-122.4996,37.5136,65.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
360,COLUMBIA,KO22,-120.42,38.03,2119.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
342,"Hollister, CA",KCVH,-121.4103,36.8933,229.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:30:00, 
369,Reno/Stead,KRTS,-119.8764,39.6682,5050.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
370,Petaluma Municipal Airport,KO69,-122.6053,38.2578,89.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
334,Novato / Gnoss Field,KDVO,-122.55463,38.14178,3.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
372,South County Airport of Santa Clara County,KE16,-121.5968056,37.0815861,281.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
376,Fortuna Rohnerville Airport,KFOT,-124.13338,40.55296,377.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
378,Nevada County Air Park,KGOO,-121.003083,39.224028,3154.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
379,Trinity Center,KO86,-122.69342,40.98452,2385.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
383,MCMWTC BRIDGEPORT,KBAN,-119.5188,38.3557,6748.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 18:52:00, 
390,Minden-Tahoe Airport,KMEV,-119.75,38.9963,4722.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
38,Sacramento Executive Airport,KSAC,-121.49597,38.50674,16.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
37,"Reno, Reno Tahoe International Airport",KRNO,-119.76819,39.50776,4403.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
52,Vacaville Nut Tree Airport,KVCB,-121.95853,38.37755,105.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
35,Redding Municipal Airport,KRDD,-122.2977,40.51461,499.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
36,San Jose / Reid / Hillv,KRHV,-121.81667,37.33333,135.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 18:47:00, 
14,"Livermore, Livermore Municipal Airport",KLVK,-121.81444,37.69278,397.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
13,"Lovelock, Derby Field Airport",KLOL,-118.57017,40.0684,3901.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
12,"Hayward, Hayward Air Terminal",KHWD,-122.11833,37.66083,46.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
11,Hanford Municipal Airport,KHJO,-119.62315,36.31145,233.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
10,"Fresno, Fresno Air Terminal",KFAT,-119.71944,36.78,331.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
9,Chico Municipal Airport,KCIC,-121.85795,39.79879,236.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:47:00, 
8,"Crescent City, Jack McNamara Field Airport",KCEC,-124.23667,41.78028,56.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
7,"Concord, Buchanan Field",KCCR,-122.05194,37.99167,23.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
6,"Emigrant Gap, Blue Canyon Nyack Airport",KBLU,-120.70806,39.27611,5282.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
5,"Bishop, Bishop Airport",KBIH,-118.35806,37.37111,4121.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
4,"Bakersfield, Meadows Field Airport",KBFL,-119.05667,35.43361,509.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
3,"Marysville, Beale Air Force Base",KBAB,-121.43333,39.13333,112.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 18:58:00, 
2,"Napa, Napa County Airport",KAPC,-122.27944,38.2075,33.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
1,"Arcata / Eureka, Arcata Airport",KACV,-124.10861,40.97806,217.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
15,Madera Municipal Airport,KMAE,-120.11064,36.9851,246.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
16,"Sacramento, McClellan Airfield Airport",KMCC,-121.4,38.66667,75.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:30:00, 
350,Lincoln Regional Karl Harder Field,KLHM,-121.3513,38.9092,121.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
18,Merced / Castle Air Force Base,KMER,-120.56667,37.36667,187.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 18:45:00, 
34,"Red Bluff, Red Bluff Municipal Airport",KRBL,-122.25222,40.15056,348.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
33,"Porterville, Porterville Municipal Airport",KPTV,-119.06667,36.03333,443.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
32,Paso Robles Municipal Airport,KPRB,-120.62912,35.66941,810.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
31,Palo Alto Airport,KPAO,-122.11667,37.46667,7.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:47:00, 
30,Oroville Municipal Airport,KOVE,-121.62223,39.49436,180.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
29,"Oakland, Metro Oakland International Airport",KOAK,-122.23294,37.7178,3.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
28,"Mountain View, Moffett Field",KNUQ,-122.04806,37.40583,33.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
27,Lemoore Naval Air Station - Reeves Field,KNLC,-119.93968,36.30244,223.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 18:56:00, 
26,"Fallon, Naval Air Station",KNFL,-118.68556,39.43222,3934.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 18:56:00, 
25,"Marysville, Yuba County Airport",KMYV,-121.56972,39.09778,62.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
17,Merced Regional Airport,KMCE,-120.50778,37.28306,154.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
23,Modesto City-County Airport - Harry Sham Field,KMOD,-120.9549,37.62549,85.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
22,Mammoth Yosemite Airport,KMMH,-118.8423,37.6241,7112.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:35:00, 
21,Mojave,KMHV,-118.15,35.06667,2785.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:20:00, 
24,Monterey Regional Airport,KMRY,-121.84875,36.59047,167.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:40:00, 
20,Mount Shasta,KMHS,-122.31702,41.31494,3540.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 18:56:00, 
19,Sacramento Mather Airport,KMHR,-121.28397,38.55996,92.0,10.0,1,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 19:45:00, 
279,CASE MOUNTAIN,CSWC1,-118.809222,36.410667,6450.0,6.1,2,America/Los_Angeles,2002-05-16 00:00:00,2017-10-20 19:35:00, 
278,SAN LUIS NWR,SLWC1,-120.793889,37.182222,65.0,6.1,2,America/Los_Angeles,2002-03-27 00:00:00,2017-10-20 19:31:00, 
277,CALFIRE PORTABLE 43,TR419,-120.498694,36.183278,2729.0,6.1,2,America/Los_Angeles,2013-08-20 00:00:00,2017-10-10 17:15:00, 
276,DEMOCRAT,DEMC1,-118.630581,35.531892,2364.0,6.1,2,America/Los_Angeles,2002-02-23 00:00:00,2017-10-20 19:25:00, 
299,INF05 PORTABLE,TS037,-118.06065,36.226867,5789.0,6.1,2,America/Los_Angeles,2003-09-26 00:00:00,2017-10-20 19:12:00, 
280,CAMPO SECO,CMAC1,-120.866389,38.223611,399.0,6.1,2,America/Los_Angeles,2002-06-04 00:00:00,2017-10-19 02:59:00, 
290,BRADLEY,RBYC1,-120.802981,35.8644,537.0,6.1,2,America/Los_Angeles,2002-12-13 00:00:00,2017-10-20 19:12:00, 
301,INF04 PORTABLE,TS042,-118.981667,37.784786,8121.0,6.1,2,America/Los_Angeles,2003-10-01 00:00:00,2017-10-20 19:12:00, 
302,LOS VAQUEROS,VAQC1,-121.734722,37.788333,1100.0,6.1,2,America/Los_Angeles,2003-10-17 00:00:00,2017-10-20 19:45:00, 
303,TNF02 PORTABLE,TS052,-120.211611,39.399528,6074.0,6.1,2,America/Los_Angeles,2003-10-17 00:00:00,2017-10-20 19:34:00, 
304,WESTSIDE,WEDC1,-124.053897,41.223064,1287.0,6.1,2,America/Los_Angeles,2005-04-05 00:00:00,2017-10-20 19:43:00, 
274,CASHMAN,CHAC1,-120.915,40.001944,4478.0,6.1,2,America/Los_Angeles,2001-09-17 00:00:00,2017-10-20 19:47:00, 
273,MILO,MOLC1,-118.869025,36.231178,1923.0,6.1,2,America/Los_Angeles,2001-08-07 00:00:00,2017-10-20 19:27:00, 
275,DUNCAN,DUCC1,-120.508889,39.143889,7100.0,6.1,2,America/Los_Angeles,2001-11-12 00:00:00,2017-10-20 19:18:00, 
300,BIG ROCK,NBRC1,-122.57,38.039444,1500.0,6.1,2,America/Los_Angeles,2003-09-30 00:00:00,2017-10-20 19:33:00, 
282,JERSEYDALE,JSDC1,-119.839697,37.543733,3762.0,6.1,2,America/Los_Angeles,2002-06-14 00:00:00,2017-10-20 19:47:00, 
298,STF02 PORTABLE,POUC1,-120.099533,38.241967,6000.0,6.1,2,America/Los_Angeles,2003-09-19 00:00:00,2017-10-20 19:36:00, 
297,STEELY FORK,GZFC1,-120.527853,38.626092,4010.0,6.1,2,America/Los_Angeles,2003-05-02 00:00:00,2017-10-20 19:17:00, 
296,JARBO GAP,JBGC1,-121.488983,39.735908,2535.0,6.1,2,America/Los_Angeles,2003-04-21 00:00:00,2017-10-20 19:13:00, 
283,BRIDGEPORT,BPOC1,-119.289167,38.271944,6650.0,6.1,2,America/Los_Angeles,2002-06-24 00:00:00,2017-10-20 19:49:00, 
284,TIMBER MOUNTAIN,TBRC1,-121.298381,41.627856,5053.0,6.1,2,America/Los_Angeles,2002-08-11 00:00:00,2017-10-20 19:03:00, 
285,UNDERWOOD,UDWC1,-123.4965,40.721697,2560.0,6.1,2,America/Los_Angeles,2002-08-22 00:00:00,2017-10-20 19:24:00, 
295,RUTH,RLKC1,-123.319733,40.250319,2732.0,6.1,2,America/Los_Angeles,2003-06-24 00:00:00,2017-10-20 19:23:00, 
286,NOTCHKO,NTCC1,-123.8575,41.289722,477.0,6.1,2,America/Los_Angeles,2002-10-17 00:00:00,2017-10-20 19:45:00, 
294,WOODACRE,WDAC1,-122.644722,37.990556,1400.0,6.1,2,America/Los_Angeles,2003-05-24 00:00:00,2017-10-20 18:51:00, 
293,COYOTE,CYVC1,-120.477592,39.988061,5570.0,6.1,2,America/Los_Angeles,2003-01-17 00:00:00,2017-10-20 18:59:00, 
287,GALENA,GALN2,-119.831944,39.379444,5610.0,6.1,2,America/Los_Angeles,2002-09-05 00:00:00,2017-10-20 18:50:00, 
288,GORDON,GORC1,-120.892125,40.756153,6215.0,6.1,2,America/Los_Angeles,2002-09-07 00:00:00,2017-10-20 19:04:00, 
289,LITTLE VALLEY (WRCC),LVYN2,-119.880833,39.244444,6310.0,6.1,2,America/Los_Angeles,2002-11-14 00:00:00,2017-10-20 19:38:00, 
292,COTTAGE,STUC1,-120.229519,38.345872,6064.0,6.1,2,America/Los_Angeles,2003-01-16 00:00:00,2017-10-20 18:54:00, 
281,LOWER KLAMATH - FTS,LKNC1,-121.700278,41.999167,4098.0,6.1,2,America/Los_Angeles,2002-06-20 00:00:00,2017-10-20 19:32:00, 
291,HOLLISTER,HSEC1,-121.362158,36.842203,404.0,6.1,2,America/Los_Angeles,2002-12-12 00:00:00,2017-10-20 19:13:00, 
249,WALKER PASS EAST,TR174,-118.025472,35.662611,5217.0,6.1,2,America/Los_Angeles,2001-07-01 00:00:00,2017-10-20 19:25:00, 
271,BIG HILL,BIIC1,-123.635889,41.097472,3570.0,6.1,2,America/Los_Angeles,2001-08-07 00:00:00,2017-10-20 19:40:00, 
248,KNF91 PORTABLE,TR173,-123.181667,41.798611,4000.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:48:00, 
247,SHF06 PORTABLE,TR169,-122.035131,41.298869,3720.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-16 16:15:00, 
246,PNF22 PORTABLE,TR168,-120.562164,39.904083,5947.0,6.1,2,America/Los_Angeles,2003-03-03 00:00:00,2017-10-20 19:41:00, 
245,MOUNT TOM,MMTC1,-119.179267,37.376419,8982.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 18:52:00, 
244,MOUNT ELIZABETH,MOUC1,-120.247253,38.062925,4942.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:02:00, 
243,SQF01 PORTABLE (JORDAN PK,TR165,-118.597825,36.18175,9110.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:48:00, 
242,MNF02 PORTABLE,TR164,-122.9397,39.308283,3740.0,6.1,2,America/Los_Angeles,2002-01-14 00:00:00,2017-10-20 18:53:00, 
241,MNF01 PORTABLE,TR163,-122.645383,39.231683,2880.0,6.1,2,America/Los_Angeles,2001-08-21 00:00:00,2017-10-20 18:53:00, 
305,MIDDLE PEAK,MDEC1,-122.587222,37.927778,2339.0,6.1,2,America/Los_Angeles,2004-05-17 00:00:00,2017-10-20 19:36:00, 
240,MENDOCINO PASS,MASC1,-122.945111,39.807417,5382.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:04:00, 
238,SHF07 PORTABLE,TR158,-121.7625,41.432028,4827.0,6.1,2,America/Los_Angeles,2001-09-24 00:00:00,2017-10-20 19:28:00, 
237,SRF53 PORTABLE,LYEC1,-123.5857,40.890733,585.0,6.1,2,America/Los_Angeles,2002-04-17 00:00:00,2017-10-20 19:46:00, 
236,LNF04 PORTABLE,TR147,-120.8952,40.648983,5912.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:35:00, 
235,KONOCTI,KELC1,-122.706314,38.911889,2163.0,6.1,2,America/Los_Angeles,2001-12-11 00:00:00,2017-10-20 18:57:00, 
234,HURLEY,PRHC1,-119.5678,37.015144,1228.0,6.1,2,America/Los_Angeles,2001-12-11 00:00:00,2017-10-20 19:27:00, 
233,HOOPA,HOAC1,-123.671278,41.047833,375.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:40:00, 
232,GASQUET 2,GQEC1,-123.945389,41.838333,452.0,6.1,2,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 18:50:00, 
231,FORT HUNTER LIGGET,FHLC1,-121.241681,36.011753,1116.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:25:00, 
239,MCGUIRES,MCGC1,-123.601575,39.352617,627.0,6.1,2,America/Los_Angeles,2001-12-11 00:00:00,2017-10-20 18:50:00, 
272,BIG SUR,PPSC1,-121.78015,36.245356,354.0,6.1,2,America/Los_Angeles,2001-08-07 00:00:00,2017-10-20 19:04:00, 
250,OWENS VALLEY,OVRC1,-118.552572,37.391006,4650.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 18:54:00, 
252,PNF23 PORTABLE,TR181,-121.221381,40.0219,2600.0,6.1,2,America/Los_Angeles,2001-08-13 00:00:00,2017-10-12 17:27:00, 
270,WHISKEYTOWN HQ#2,OBRC1,-122.527314,40.610514,1360.0,6.1,2,America/Los_Angeles,2001-08-07 00:00:00,2017-10-20 19:00:00, 
269,HIGH SIERRA,HSQC1,-119.039303,37.314661,7431.0,6.1,2,America/Los_Angeles,1970-01-01 00:00:00,2017-10-20 18:51:00, 
268,LAYTONVILLE,LAYC1,-123.484906,39.702328,1820.0,6.1,2,America/Los_Angeles,2001-07-12 00:00:00,2017-10-20 19:29:00, 
267,EEL RIVER CAMP,ERCC1,-123.823758,40.138375,476.0,6.1,2,America/Los_Angeles,2001-07-10 00:00:00,2017-10-20 19:28:00, 
266,MIAMI,MIAC1,-119.745442,37.419253,4267.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 18:59:00, 
265,MULE MOUNTAIN,MMOC1,-122.503056,40.569167,2044.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:00:00, 
264,MDF03 PORTABLE,TR200,-121.407778,41.622972,4700.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:05:00, 
263,TRIMMER,TRMC1,-119.306592,36.91105,1487.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 18:52:00, 
251,PNF21 PORTABLE,TR180,-120.770911,40.098689,5539.0,6.1,2,America/Los_Angeles,2001-10-15 00:00:00,2017-10-20 18:59:00, 
262,STONYFORD,SYWC1,-122.572894,39.367294,1263.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:26:00, 
260,KNF95 PORTABLE,TR189,-123.098931,41.64675,3797.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:02:00, 
259,SCHOOLHOUSE,SHUC1,-123.906353,41.138211,2653.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:01:00, 
258,SADDLEBACK,SLEC1,-120.865278,39.6375,6670.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:18:00, 
257,SAC NWR,NWRC1,-122.1825,39.417222,120.0,6.1,2,America/Los_Angeles,2001-07-26 00:00:00,2017-10-20 19:29:00, 
256,ROCK CREEK,RCEC1,-118.678406,37.559825,7103.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:04:00, 
255,MARQUEZ 2011,MRQC1,-120.773,36.359694,2571.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 18:50:00, 
254,REDDING,RRAC1,-122.292175,40.515792,499.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 19:24:00, 
253,RAVENDALE,RVDC1,-120.316583,40.731222,5450.0,6.1,2,America/Los_Angeles,2001-06-26 00:00:00,2017-10-20 18:59:00, 
261,SHAVER,SHVC1,-119.261686,37.136831,5632.0,6.1,2,America/Los_Angeles,2001-12-11 00:00:00,2017-10-20 18:56:00, 
306,BRECKENRIDGE,BKGC1,-118.595186,35.453625,7485.0,6.1,2,America/Los_Angeles,2004-06-07 00:00:00,2017-10-20 18:51:00, 
343,LNF07 PORTABLE,TS877,-121.306028,40.700528,5251.0,6.1,2,America/Los_Angeles,2009-10-16 00:00:00,2017-10-20 18:53:00, 
308,OLEMA VALLEY,OVYC1,-122.795833,38.0425,37.0,6.1,2,America/Los_Angeles,2005-05-23 00:00:00,2017-10-20 19:13:00, 
380,TNF 03 PORTABLE,TT142,-120.160889,39.566139,6260.0,6.1,2,America/Los_Angeles,2012-07-24 00:00:00,2017-10-20 19:35:00, 
377,SLATE CREEK,TTEC1,-123.659964,41.341761,4178.0,6.1,2,America/Los_Angeles,2012-01-09 00:00:00,2017-10-20 18:57:00, 
375,CORDOZA RIDGE,TT119,-121.528453,37.168342,2331.0,6.1,2,America/Los_Angeles,2011-12-21 00:00:00,2017-10-20 19:02:00, 
374,KNF98 Portable,TT109,-122.201667,41.739417,5200.0,6.1,2,America/Los_Angeles,2012-01-06 00:00:00,2017-10-19 17:20:00, 
373,BLACKS MOUNTAIN,BKOC1,-121.178953,40.724567,5725.0,6.1,2,America/Los_Angeles,2011-12-07 00:00:00,2017-10-20 19:05:00, 
371,SFMU PORTABLE,TT100,-122.9754,40.229717,2870.0,6.1,2,America/Los_Angeles,2011-10-26 00:00:00,2017-10-20 19:27:00, 
368,YNP PORTABLE,YNWC1,-119.63485,37.51235,4827.0,6.1,2,America/Los_Angeles,2012-04-24 00:00:00,2017-10-20 19:02:00, 
367,IRAWS 10 (DP 34),TT080,-118.646111,36.103389,6266.0,6.1,2,America/Los_Angeles,2012-06-28 00:00:00,2017-09-23 22:45:00, 
366,BARON,RWBC1,-120.024283,38.854453,6336.0,6.1,2,America/Los_Angeles,2011-07-21 00:00:00,2017-10-20 18:51:00, 
365,LIVERMORE FIRE DEPARTMENT,TT060,-121.823056,37.656111,440.0,6.1,2,America/Los_Angeles,2011-08-15 00:00:00,2017-10-20 19:30:00, 
364,IRAWS 18 (DUTCH CREEK),TT016,-123.022917,41.968444,4887.0,6.1,2,America/Los_Angeles,2011-06-22 00:00:00,2017-10-20 19:46:00, 
363,NRAWS 1 (Reno),PRAN2,-119.675,39.541633,5450.0,6.1,2,America/Los_Angeles,2011-05-11 00:00:00,2017-10-20 19:44:00, 
362,ATLAS PEAK,ATLC1,-122.2648,38.474847,1934.0,6.1,2,America/Los_Angeles,2011-01-20 00:00:00,2017-10-20 19:29:00, 
361,BOLAM,BOLC1,-122.209714,41.534125,4489.0,6.1,2,America/Los_Angeles,2011-08-01 00:00:00,2017-10-20 19:03:00, 
359,PINECREST 2,PNWC1,-120.010586,38.186161,5706.0,6.1,2,America/Los_Angeles,2011-06-20 00:00:00,2017-10-20 18:57:00, 
381,SMITH PEAK (STF),SEWC1,-120.100811,37.800522,3871.0,6.1,2,America/Los_Angeles,2012-06-29 00:00:00,2017-10-20 19:16:00, 
382,SWAIN MOUNTAIN,SWNC1,-121.1041,40.445269,6099.0,6.1,2,America/Los_Angeles,2013-06-06 00:00:00,2017-10-20 19:19:00, 
384,RICE CANYON,RNYC1,-120.328839,39.525014,6943.0,6.1,2,America/Los_Angeles,2012-11-16 00:00:00,2017-10-20 19:30:00, 
385,DENTEN CREEK,MWKC1,-120.594494,39.779475,5149.0,6.1,2,America/Los_Angeles,2013-08-06 00:00:00,2017-10-20 19:34:00, 
402,CALFIRE PORTABLE 17,TT467,-122.219167,37.184722,290.0,6.1,2,America/Los_Angeles,2017-09-02 00:26:00,2017-10-20 19:20:00, 
401,MDF09 PORTABLE,TT446,-121.503967,41.443883,4800.0,6.1,2,UTC,2017-10-13 16:41:00,2017-10-20 19:37:00, 
400,MDF10 PORTABLE,TT445,-120.56155,41.865567,5260.0,6.1,2,UTC,2017-10-16 12:41:00,2017-10-20 19:37:00, 
399,OAK RIDGE,OAAC1,-123.308389,38.738056,1890.0,6.1,2,America/Los_Angeles,2016-09-01 23:36:00,2017-07-10 15:33:00, 
398,TAHOE DONNER,TADC1,-120.273389,39.338194,7399.0,6.1,2,America/Los_Angeles,2016-08-23 21:36:00,2017-07-10 15:33:00, 
